,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
148,Stanford University,Applied Physics,PhD,F10,Rejected,Phone,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,called in to check my status.
149,University Of Indiana-Bloomington,Comparative Literature/Film Studies,MS,F10,Rejected,Postal Service,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
150,Rice University,Economics,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"I was also told that I am ""very high on [the committee's] reserve list."" Does anyone know how often people have been admitted from this in the past?"
151,Johns Hopkins University (JHU),Mathematics,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,
152,Northwestern University,Applied Mathematics,PhD,F10,,E-mail,"(2, 3, 2010)",1267516800,,600.0,800.0,4.5,False,,American,"(2, 3, 2010)",1267516800,Offer to be considered for unfunded Masters Program. Thanks but no thanks.
153,Yale University,Anthropology,PhD,S10,Rejected,Website,"(2, 3, 2010)",1267516800,,,,,,,,"(2, 3, 2010)",1267516800,
154,Princeton University,Neuroscience,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,
155,"University Of Michigan, Ann Arbor",Economics,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
156,University Of Florida,Accounting,PhD,S10,Rejected,Postal Service,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
157,Yale University,Spanish & Portuguese,PhD,F10,Rejected,Website,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,
158,"University Of Nevada, Reno",English (Literature And Environment),PhD,F10,Accepted,Phone,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"Call from graduate director. Was clear that I was only being recommended to the Graduate School for admission, but was optimistic that I would be accepted. Expecting a letter late this week/early next week."
159,Yale University,MCDG,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,
160,University Of Southern California (USC),Cinematic Arts- Critical Studies,MS,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"Official notification, though no word on funding."
161,University Of Notre Dame,Philosophy,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"this is really a dream school for me, and my top choice.  I hope I can get off the list! (finger crossed)"
162,University Of Virginia (UVA),Sociology,PhD,F10,Accepted,Website,"(25, 2, 2010)",1267084800,,,,,,,American,"(2, 3, 2010)",1267516800,anyone heard from the department? funding?
163,"Rutgers, The State University Of New Jersey",Urban Planning,MS,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
164,Yale University,Spanish And Portuguese,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,3.89,720.0,730.0,5.5,False,,American,"(2, 3, 2010)",1267516800,Anyone know how many Yale actually took this year?
165,Northwestern University,Applied Mathematics,PhD,F10,,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,apparently they are only accepting 10 ppl this term. They offered me in MS position instead
166,"Rutgers, The State University Of New Jersey",City And Regional Planning,MS,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
167,Brown University,Sociology,PhD,F10,Rejected,Phone,"(2, 3, 2010)",1267516800,3.59,680.0,700.0,,False,,International with US Degree,"(2, 3, 2010)",1267516800,Kind of confused. Brown was my safety. I got in everywhere else I applied to.
168,Cornell University,Economics,PhD,F10,Accepted,Phone,"(2, 3, 2010)",1267516800,4.0,800.0,800.0,6.0,False,,American,"(2, 3, 2010)",1267516800,"So this school flew me out for a visit and interview in late February, and it was a crazy experience. Have you ever seen the Spike Lee movie ""He Got Game,"" where Jesus Shuttlesworth is getting his dick sucked by like three college girls? Well that was pretty much what happened to me at Cornell. I was accepted soon after. 800/740/5.5"
169,University Of Notre Dame,Philosophy,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
170,"University Of Illinois, Chicago (UIC)",Sociology,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,"Please let them know early if you choose not to go. Don't let wait-listers wait needlessly.

Thanks!!"
171,Harvard University,Anthropology (cultural),PhD,F10,Rejected,Postal Service,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
172,American University,Literature,MS,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,3.7,720.0,720.0,6.0,False,,American,"(2, 3, 2010)",1267516800,"E-mail from literature DGS at 1 PM EST -- no funding info; decisions re: funding to be made in April. First acceptance, and absolutely ecstatic! :-)"
173,"University of Texas, Austin (UT Austin)",English,PhD,S10,Wait listed,E-mail,"(22, 2, 2010)",1266825600,,,,,,,American,"(2, 3, 2010)",1267516800,"UT is my number one choice, far and away. If you are looking to go to another program, or another path, please think of me and turn down your admission soon! Congratulations to all that were accepted here."
174,"University Of Michigan, Ann Arbor",Economics,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,Boooo
175,Rice University,Economics,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,"Second round consideration after April 15. It is said that ""you are very high on our reserve list."""
176,University Of Chicago,Physics,PhD,F10,Rejected,Postal Service,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,
177,Harvard University,Economics,PhD,F10,Accepted,Phone,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,
178,Clemson University,Rhetoric,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,To the RCID @ Clemson admit: Do you plan on accepting the offer? I was told people rarely decline an offer to this program. Thanks.
179,University Of Pennsylvania (UPenn),Economics,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,
180,Cornell University,Anthropology (cultural),PhD,F10,Rejected,E-mail,"(27, 2, 2010)",1267257600,,,,,,,International,"(2, 3, 2010)",1267516800,
181,"Brandeis University, International Business School (IBS)",Masters In International Economics And Finance (MAief),MS,F10,Accepted,E-mail,"(27, 1, 2010)",1264579200,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,"Accepted a month earlier, just didnt get a chance to update this site."
182,Columbia University,Dphil Economics,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,SO sad... I am afraid this will become a pattern with other schools! =(
183,Johns Hopkins University (JHU),Economics,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,
184,Princeton University,Philosophy,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
185,Georgia State University,Communication (Public Communication),PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
186,University Of Maryland,Anthropology,MS,F10,Rejected,Postal Service,"(27, 2, 2010)",1267257600,,,,,,,American,"(2, 3, 2010)",1267516800,
187,"University Of Wisconsin, Madison",English,PhD,S10,Wait listed,E-mail,"(1, 3, 2010)",1267430400,,,,,,,American,"(2, 3, 2010)",1267516800,"Had to e-mail them to find out, which was a frustrating. Enthusiastic about this program, so please notify them sooner rather than later if you're taking another route!"
188,Ohio State University (OSU),Teaching And Learning,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,4.0,800.0,640.0,,False,,International with US Degree,"(2, 3, 2010)",1267516800,I have not idea about funding....
189,Brown University,Sociology,PhD,F10,Wait listed,Phone,"(2, 3, 2010)",1267516800,3.8,670.0,730.0,5.5,False,,American,"(2, 3, 2010)",1267516800,"Called the department to find out. If you're not planning on attending, please let them know ASAP!"
190,"University Of Maryland, College Park",Theatre & Performance Studies,PhD,F10,,Phone,"(26, 2, 2010)",1267171200,,,,,,,American,"(2, 3, 2010)",1267516800,"Got funding info for my acceptance (posted earlier). $20K TAship (4 yrs), $5K Dean's Fellowship, tuition remission and health insurance. Seems high for the performing arts; is this normal for Performance Studies? In shock and thrilled."
191,Wake Forest University,English,MS,F10,Accepted,Phone,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,Tuition and GA position!
192,"University Of California, Los Angeles (UCLA)",Physics,PhD,F10,Rejected,Website,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
193,Stanford University,Energy And Resources Eng.,MS,F10,Accepted,E-mail,"(11, 2, 2010)",1265875200,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,
194,Rice University,Economics,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,Waitlisted
195,"University Of Nevada, Reno",English (Language And Literature),PhD,F10,Accepted,Phone,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
196,Tufts University,Experimental/Social Psychology,PhD,F10,Rejected,Website,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"Checked website. Said I wasn't admitted. Very short email. ""We regret to inform you..."""
197,Nova Southeastern University,Clinical And Health Psychology,PhD,F10,Rejected,Postal Service,"(1, 3, 2010)",1267430400,,,,,,,American,"(2, 3, 2010)",1267516800,"Surprised. This was a back-up, although it's a good program it is very expensive and offers little if any grants."
198,Northeastern University,Computer Science,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,
199,"University Of Illinois, Urbana Champaign (UIUC)",Electrical and Computer Engineering (ECE),PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,3.83,670.0,800.0,4.0,False,,American,"(2, 3, 2010)",1267516800,Three year fellowship
200,Cornell University,Electrical and Computer Engineering (ECE),PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,Got an email from add com to attend the visiting weekend on April. Anyone else with the same situation?
201,"University Of Nevada, Reno",English (Literature And Environment),PhD,F10,Accepted,Phone,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,in shock.
202,University Of Western Ontario (UWO),Philosophy,PhD,F10,,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,"In response to the question about who I e-mailed at UWO: it was Dr. Carolyn McLeod (Director of Grad Studies). No official rejection. She said they sent out a first list of acceptances and may be sending out some more in the next few weeks (depending on if people reject their offers, I assume).  But with their great grad package, I doubt they'll be taking in many more people."
203,Princeton University,Philosophy,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,3.86,720.0,710.0,6.0,False,,American,"(2, 3, 2010)",1267516800,
204,Harvard University,History,PhD,F10,Rejected,Postal Service,"(1, 3, 2010)",1267430400,,,,,,,American,"(2, 3, 2010)",1267516800,
205,Rice University,Economics,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,
206,Ohio State University (OSU),Finance,PhD,F10,,Website,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,The same message is posted on my application. I guess its a reject.
207,Cornell University,Economics,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
208,University Of Oregon,Linguistics,PhD,F10,Rejected,E-mail,"(18, 2, 2010)",1266480000,,,,,,,International,"(2, 3, 2010)",1267516800,"while Cornell's & Mcgill's rejection was expected, this was totally unexpected"
209,Cornell University,Economics,PhD,S10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,Correction to interview post...rejection not interview.
210,Cornell University,Linguistics,PhD,F10,Rejected,Postal Service,"(25, 2, 2010)",1267084800,,,,,,,International,"(2, 3, 2010)",1267516800,Expected
211,"University Of Wisconsin, Madison",Statistics,PhD,F10,Accepted,Postal Service,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,No financial aid
212,McGill University,Linguistics,PhD,F10,Rejected,Website,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,Good luck to other applicants...
213,Cornell University,Economics,PhD,F10,Interview,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
214,Princeton University,Philosophy,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,660.0,720.0,4.5,False,,International,"(2, 3, 2010)",1267516800,
215,University Of Western Ontario (UWO),Philosophy,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,response to e-mail inquiry
216,George Washington University - Elliot School,Middle Eastern Studies,MS,F10,,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"Also received email stating that we would be notified in late March.  Also said they had ""record number of applicants."""
217,Brown University,Biological Sciences (Neuroscience),PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,Brown is the color of POO.
218,Temple University,Philosophy,PhD,F10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,response to e-mail inquiry
219,"University Of Washington, Seattle",Museum Studies,MS,S10,,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,They sent me a request for a survey. Just really bad timing during this waiting game.
220,Johns Hopkins University (JHU),Economics,PhD,F10,Wait listed,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,"At this time, we cannot offer you a place in our program, but you are on a “wait list” and may be given an offer of admission in coming weeks, if others decline their offers.  I should emphasize that inclusion on the “wait list” was very selective—about 90 percent of applicants were simply rejected."
221,Clemson University,Rhetoric,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,Full funding.
222,University Of Minnesota (UMN),American Studies,PhD,F10,Accepted,E-mail,"(21, 1, 2010)",1264060800,,,,,,,American,"(2, 3, 2010)",1267516800,
223,"University Of Michigan, Ann Arbor",Civil Engineering - Structures,MS,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,,"(2, 3, 2010)",1267516800,nothing on financial aid yet...any other person who got accepted?
224,"University Of Michigan, Ann Arbor",Sociology,PhD,F10,Rejected,Phone,"(2, 3, 2010)",1267516800,,,,,,,,"(2, 3, 2010)",1267516800,I called the department to find out my status (assuming it was a rejection since I hadn't heard anything yet). Official rejection notices should be sent out Friday.
225,Northwestern University,Economics,PhD,F10,,Website,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,"Emailed the department: ""You should know you decision tomorrow or no later than Thursday.  We have to enter 850 decisions by hand."", which suggest they already made decisions and that's all going to be rejections."
226,Brown University,Mechanics Of Solids And Structures,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International,"(2, 3, 2010)",1267516800,:)
227,University Of Southern California (USC),Cinematic Arts- Critical Studies,MS,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,,"(2, 3, 2010)",1267516800,"Though there's no mention of any financial aid, I feel like dancing on a printed copy of my rejection letter from UC-Berkeley."
228,University Of Minnesota (UMN),Physics,PhD,F10,,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"I am ""not likely to be admitted"" despite ""high marks from committee"" due to ""unusually competitive applicant pool.""  Not official rejection yet."
229,Fordham University,Theolgoy,PhD,S10,Rejected,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,
230,Vanderbilt University,Communication Disorders / Speech Pathology,MS,F10,Accepted,Postal Service,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"No funding, but wow."
231,Cornell University,ECE,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,American,"(2, 3, 2010)",1267516800,"Wuhu! first admission.. I have a external full fellowship so I didn't ask for funds.... profile:  GPA 3.87, top 10 EE/CS school; 2 Internships at IBM, 1 research internship at Oak Ridge too; GRE V: 340 (low I know),M 750, W: 5.0;  no papers."
232,Wayne State University,Mathematics,PhD,F10,Accepted,E-mail,"(2, 3, 2010)",1267516800,,,,,,,International with US Degree,"(2, 3, 2010)",1267516800,This is the worst university I applied but my first offer. Feel rather bad...wish I don't need to go there...
233,"University Of Massachusetts, Amherst (UMass)",Master In Public Policylic Policy,MS,F10,Accepted,Postal Service,"(1, 3, 2010)",1267430400,,,,,,,American,"(2, 3, 2010)",1267516800,"No info on funding, form letter from graduate division."
